RaceTitle,CandidateName,Adair,Andrew,Atchison,Audrain,Barry,Barton,Bates,Benton,Bollinger,Boone,Buchanan,Butler,Caldwell,Callaway,Camden,Cape Girardeau,Carroll,Carter,Cass,Cedar,Chariton,Christian,Clark,Clay,Clinton,Cole,Cooper,Crawford,Dade,Dallas,Daviess,De Kalb,Dent,Douglas,Dunklin,Franklin,Gasconade,Gentry,Greene,Grundy,Harrison,Henry,Hickory,Holt,Howard,Howell,Iron,Jackson,Jasper,Jefferson,Johnson,Kansas City,Knox,Laclede,Lafayette,Lawrence,Lewis,Lincoln,Linn,Livingston,Macon,Madison,Maries,Marion,McDonald,Mercer,Miller,Mississippi,Moniteau,Monroe,Montgomery,Morgan,New Madrid,Newton,Nodaway,Oregon,Osage,Ozark,Pemiscot,Perry,Pettis,Phelps,Pike,Platte,Polk,Pulaski,Putnam,Ralls,Randolph,Ray,Reynolds,Ripley,Saline,Schuyler,Scotland,Scott,Shannon,Shelby,St. Charles,St. Clair,St. Francois,St. Louis City,St. Louis County,Ste. Genevieve,Stoddard,Stone,Sullivan,Taney,Texas,Vernon,Warren,Washington,Wayne,Webster,Worth,Wright,
Nonpartisan Judges - Court of Appeals - Western District        ,Thomas H. Newton-No Votes ,2374 ,1787 ,616 , , , ,2286 ,2570 , ,13135 ,6553 , ,1240 ,4484 , , ,967 , ,13212 , ,988 , , ,29211 ,2655 ,9197 ,1734 , , , ,981 ,1129 , , , , , ,746 , ,1180 ,876 ,2881 , ,574 ,1171 , , ,47138 , , ,4889 ,26522 , , ,4046 , , , ,1526 ,1394 ,1942 , , , , ,506 ,2728 , ,1754 , , ,2328 , , ,2087 , , , , , ,4114 , , ,11579 , , ,620 , ,2397 ,2710 , , ,1900 ,628 , , , , , , , , , , , , ,825 , , ,2201 , , , , ,322 , ,
Nonpartisan Judges - Court of Appeals - Western District     ,Gary D. Witt-Yes Votes ,5344 ,5250 ,1664 , , , ,4346 ,5514 , ,39271 ,24142 , ,2355 ,10839 , , ,2637 , ,29608 , ,2249 , , ,62671 ,5876 ,21833 ,4643 , , , ,1984 ,2710 , , , , , ,1819 , ,2569 ,2171 ,5699 , ,1360 ,2949 , , ,91625 , , ,13383 ,86242 , , ,9612 , , , ,3245 ,3437 ,4220 , , , , ,860 ,6323 , ,3530 , , ,4998 , , ,5554 , , , , , ,10649 , , ,28842 , , ,1286 , ,6106 ,6168 , , ,6003 ,968 , , , , , , , , , , , , ,1454 , , ,4979 , , , , ,613 , ,
Nonpartisan Judges - Court of Appeals - Western District     ,Gary D. Witt-No Votes ,2369 ,1768 ,602 , , , ,2265 ,2510 , ,13059 ,6443 , ,1242 ,4461 , , ,976 , ,13051 , ,957 , , ,29144 ,2621 ,9008 ,1711 , , , ,968 ,1101 , , , , , ,728 , ,1228 ,863 ,2847 , ,573 ,1163 , , ,46090 , , ,4889 ,27175 , , ,4079 , , , ,1509 ,1398 ,1898 , , , , ,490 ,2657 , ,1696 , , ,2318 , , ,2094 , , , , , ,4085 , , ,11142 , , ,624 , ,2551 ,2672 , , ,1916 ,618 , , , , , , , , , , , , ,794 , , ,2234 , , , , ,328 , ,
Nonpartisan Judge - Circuit Judge - Circuit 6 - Div 1 ,Abe Shafer-Yes Votes , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,29018 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
Nonpartisan Judge - Circuit Judge - Circuit 6 - Div 1 ,Abe Shafer-No Votes , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10765 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
Nonpartisan Judge - Circuit Judge - Circuit 6 - Div 2 ,Lee Hull-Yes Votes , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,29017 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
Nonpartisan Judge - Circuit Judge - Circuit 6 - Div 2 ,Lee Hull-No Votes , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10706 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
Nonpartisan Judge - Associate Circuit Judge - Circuit 6 - Div 3 ,Thomas C. Fincham-Yes Votes , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,27874 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
Nonpartisan Judge - Associate Circuit Judge - Circuit 6 - Div 3 ,Thomas C. Fincham-No Votes , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,11396 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
Nonpartisan Judge - Associate Circuit Judge - Circuit 6 - Div 5 ,Dennis C. Eckold-Yes Votes , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,27917 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
Nonpartisan Judge - Associate Circuit Judge - Circuit 6 - Div 5 ,Dennis C. Eckold-No Votes , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,11388 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
Nonpartisan Judge - Circuit Judge - Circuit 7 - Div 2 ,Anthony Rex Gabbert-Yes Votes , , , , , , , , , , , , , , , , , , , , , , , ,62974 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
Nonpartisan Judge - Circuit Judge - Circuit 7 - Div 2 ,Anthony Rex Gabbert-No Votes , , , , , , , , , , , , , , , , , , , , , , , ,28367 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
Nonpartisan Judge - Circuit Judge - Circuit 7 - Div 4 ,Larry D. Harman-Yes Votes , , , , , , , , , , , , , , , , , , , , , , , ,60918 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
Nonpartisan Judge - Circuit Judge - Circuit 7 - Div 4 ,Larry D. Harman-No Votes , , , , , , , , , , , , , , , , , , , , , , , ,30730 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
Nonpartisan Judge - Associate Circuit Judge - Circuit 7 - Div 7 ,Janet L. Sutton-Yes Votes , , , , , , , , , , , , , , , , , , , , , , , ,64015 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
Nonpartisan Judge - Associate Circuit Judge - Circuit 7 - Div 7 ,Janet L. Sutton-No Votes , , , , , , , , , , , , , , , , , , , , , , , ,27208 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
Nonpartisan Judge - Circuit Judge - Circuit 16 - Div 4 ,Justine E. Del Muro-Yes Votes , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,97783 , , , ,88476 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
Nonpartisan Judge - Circuit Judge - Circuit 16 - Div 4 ,Justine E. Del Muro-No Votes , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,46263 , , , ,25802 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
Nonpartisan Judge - Circuit Judge - Circuit 16 - Div 5 ,James F. Kanatzar-Yes Votes , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,97215 , , , ,87346 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
Nonpartisan Judge - Circuit Judge - Circuit 16 - Div 5 ,James F. Kanatzar-No Votes , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,46675 , , , ,27054 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
Nonpartisan Judge - Circuit Judge - Circuit 16 - Div 13 ,Charles H. McKenzie-Yes Votes , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,98285 , , , ,86805 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
Nonpartisan Judge - Circuit Judge - Circuit 16 - Div 13 ,Charles H. McKenzie-No Votes , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,45593 , , , ,26002 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
Nonpartisan Judge - Circuit Judge - Circuit 16 - Div 16 ,Marco A. Roldan-Yes Votes , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,97548 , , , ,85408 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
Nonpartisan Judge - Circuit Judge - Circuit 16 - Div 16 ,Marco A. Roldan-No Votes , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,45963 , , , ,26820 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
Nonpartisan Judge - Circuit Judge - Circuit 16 - Div 17 ,Jack Grate-Yes Votes , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,95587 , , , ,83995 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
Nonpartisan Judge - Circuit Judge - Circuit 16 - Div 17 ,Jack Grate-No Votes , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,46622 , , , ,27684 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
Nonpartisan Judge - Associate Circuit Judge - Circuit 16 - Div 26 ,Kenneth R. Garrett-Yes Votes , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,97580 , , , ,86741 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
Nonpartisan Judge - Associate Circuit Judge - Circuit 16 - Div 26 ,Kenneth R. Garrett-No Votes , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,44977 , , , ,25547 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
Nonpartisan Judge - Associate Circuit Judge - Circuit 16 - Div 28 ,Vernon E. Scoville-Yes Votes , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,97012 , , , ,85480 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
Nonpartisan Judge - Associate Circuit Judge - Circuit 16 - Div 28 ,Vernon E. Scoville-No Votes , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,46141 , , , ,26811 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
Nonpartisan Judge - Associate Circuit Judge - Circuit 16 - Div 32 ,Robert L. Trout-Yes Votes , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,98508 , , , ,85789 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
Nonpartisan Judge - Associate Circuit Judge - Circuit 16 - Div 32 ,Robert L. Trout-No Votes , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,44846 , , , ,26359 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
Nonpartisan Judge - Circuit Judge - Circuit 21 - Div 5 ,Thea A. Sherry-Yes Votes , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,284195 , , , , , , , , , , , , , ,
Nonpartisan Judge - Circuit Judge - Circuit 21 - Div 5 ,Thea A. Sherry-No Votes , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,137174 , , , , , , , , , , , , , ,
Nonpartisan Judge - Circuit Judge - Circuit 21 - Div 6 ,Douglas R. Beach-Yes Votes , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,276168 , , , , , , , , , , , , , ,
Nonpartisan Judge - Circuit Judge - Circuit 21 - Div 6 ,Douglas R. Beach-No Votes , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,142017 , , , , , , , , , , , , , ,
Nonpartisan Judge - Circuit Judge - Circuit 21 - Div 9 ,David L. Vincent-Yes Votes , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,278166 , , , , , , , , , , , , , ,
Nonpartisan Judge - Circuit Judge - Circuit 21 - Div 9 ,David L. Vincent-No Votes , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,139677 , , , , , , , , , , , , , ,
Nonpartisan Judge - Circuit Judge - Circuit 21 - Div 10 ,Michael T. Jamison-Yes Votes , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,277976 , , , , , , , , , , , , , ,
Nonpartisan Judge - Circuit Judge - Circuit 21 - Div 10 ,Michael T. Jamison-No Votes , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,139839 , , , , , , , , , , , , , ,
Nonpartisan Judge - Circuit Judge - Circuit 21 - Div 16 ,Michael D. Burton-Yes Votes , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,280164 , , , , , , , , , , , , , ,
Nonpartisan Judge - Circuit Judge - Circuit 21 - Div 16 ,Michael D. Burton-No Votes , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,137001 , , , , , , , , , , , , , ,
Nonpartisan Judge - Circuit Judge - Circuit 21 - Div 17 ,Joseph L. Walsh-Yes Votes , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,278446 , , , , , , , , , , , , , ,
Nonpartisan Judge - Circuit Judge - Circuit 21 - Div 17 ,Joseph L. Walsh-No Votes , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,138062 , , , , , , , , , , , , , ,
Nonpartisan Judge - Circuit Judge - Circuit 21 - Div 18 ,Richard C. Bresnahan-Yes Votes , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,272076 , , , , , , , , , , , , , ,
Nonpartisan Judge - Circuit Judge - Circuit 21 - Div 18 ,Richard C. Bresnahan-No Votes , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,142943 , , , , , , , , , , , , , ,
Nonpartisan Judge - Circuit Judge - Circuit 21 - Div 20 ,Colleen Dolan-Yes Votes , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,286008 , , , , , , , , , , , , , ,
Nonpartisan Judge - Circuit Judge - Circuit 21 - Div 20 ,Colleen Dolan-No Votes , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,128420 , , , , , , , , , , , , , ,
Nonpartisan Judge - Associate Circuit Judge - Circuit 21 - Div 32 ,Mary Bruntrager Schroeder-Yes Votes , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,279914 , , , , , , , , , , , , , ,
Nonpartisan Judge - Associate Circuit Judge - Circuit 21 - Div 32 ,Mary Bruntrager Schroeder-No Votes , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,134459 , , , , , , , , , , , , , ,
Nonpartisan Judge - Associate Circuit Judge - Circuit 21 - Div 34 ,Dale W. Hood-Yes Votes , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,230637 , , , , , , , , , , , , , ,
Nonpartisan Judge - Associate Circuit Judge - Circuit 21 - Div 34 ,Dale W. Hood-No Votes , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,184001 , , , , , , , , , , , , , ,
Nonpartisan Judge - Associate Circuit Judge - Circuit 21 - Div 35 ,John N. Borbonus-Yes Votes , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,267655 , , , , , , , , , , , , , ,
Nonpartisan Judge - Associate Circuit Judge - Circuit 21 - Div 35 ,John N. Borbonus-No Votes , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,141989 , , , , , , , , , , , , , ,
Nonpartisan Judge - Associate Circuit Judge - Circuit 21 - Div 37 ,John R. Essner-Yes Votes , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,267828 , , , , , , , , , , , , , ,
Nonpartisan Judge - Associate Circuit Judge - Circuit 21 - Div 37 ,John R. Essner-No Votes , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,142125 , , , , , , , , , , , , , ,
Nonpartisan Judge - Associate Circuit Judge - Circuit 21 - Div 42 ,Sandra Farragut-Hemphill-Yes Votes , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,278495 , , , , , , , , , , , , , ,
Nonpartisan Judge - Associate Circuit Judge - Circuit 21 - Div 42 ,Sandra Farragut-Hemphill-No Votes , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,134558 , , , , , , , , , , , , , ,
Nonpartisan Judge - Associate Circuit Judge - Circuit 21 - Div 43 ,Joseph S. Dueker-Yes Votes , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,270296 , , , , , , , , , , , , , ,
Nonpartisan Judge - Associate Circuit Judge - Circuit 21 - Div 43 ,Joseph S. Dueker-No Votes , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,139960 , , , , , , , , , , , , , ,
Nonpartisan Judge - Circuit Judge - Circuit 22 - Div 6 ,Michael P. David-Yes Votes , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,87340 , , , , , , , , , , , , , , ,
Nonpartisan Judge - Circuit Judge - Circuit 22 - Div 6 ,Michael P. David-No Votes , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,28615 , , , , , , , , , , , , , , ,
Nonpartisan Judge - Circuit Judge - Circuit 22 - Div 9 ,Margaret M. Neill-Yes Votes , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,88090 , , , , , , , , , , , , , , ,
Nonpartisan Judge - Circuit Judge - Circuit 22 - Div 9 ,Margaret M. Neill-No Votes , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,27599 , , , , , , , , , , , , , , ,
Nonpartisan Judge - Circuit Judge - Circuit 22 - Div 10 ,Rex M. Burlison-Yes Votes , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,81936 , , , , , , , , , , , , , , ,
Nonpartisan Judge - Circuit Judge - Circuit 22 - Div 10 ,Rex M. Burlison-No Votes , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,32397 , , , , , , , , , , , , , , ,
Nonpartisan Judge - Circuit Judge - Circuit 22 - Div 13 ,Edward Sweeney-Yes Votes , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,85792 , , , , , , , , , , , , , , ,
Nonpartisan Judge - Circuit Judge - Circuit 22 - Div 13 ,Edward Sweeney-No Votes , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,29687 , , , , , , , , , , , , , , ,
Nonpartisan Judge - Circuit Judge - Circuit 22 - Div 18 ,Robert H. Dierker-Yes Votes , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,83964 , , , , , , , , , , , , , , ,
Nonpartisan Judge - Circuit Judge - Circuit 22 - Div 18 ,Robert H. Dierker-No Votes , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,31418 , , , , , , , , , , , , , , ,
Nonpartisan Judge - Circuit Judge - Circuit 22 - Div 19 ,John F. Garvey-Yes Votes , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,85442 , , , , , , , , , , , , , , ,
Nonpartisan Judge - Circuit Judge - Circuit 22 - Div 19 ,John F. Garvey-No Votes , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,29669 , , , , , , , , , , , , , , ,
Nonpartisan Judge - Circuit Judge - Circuit 22 - Div 30 ,Jimmie M. Edwards-Yes Votes , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,89248 , , , , , , , , , , , , , , ,
